label,rssi1,rssi2,rssi3,KF rssi1,KF rssi2,KF rssi3,dist1,dist2,dist3,measured dist1,measured dist2,measured dist3,estimated x,estimated y,estimated x (KF),estimated y (KF)
c,-56.91,-43.0,-48.0,-27.905080180626975,-17.713127437833386,-26.803285048860914,255.6209276240027,142.2971486426036,163.98143552450733,33.21241841089317,32.908221876824584,32.53034259900813,332.0434562022312,119.83438300775205,300.0373679559095,87.4971161200753
d,-51.44,-43.16,-57.04,-27.17681998782782,-17.5733773508953,-27.50960702070722,173.96064832238488,143.62159167503913,326.8889887702641,31.55347827463457,32.643003072080745,34.33188985704622,236.1715801545822,147.41524684590436,299.8474527750596,87.52698084578526
e,-61.51,-28.0,-55.71,-28.842605031115287,-13.994798184671652,-27.845454755616004,353.31121912877506,59.70209054913083,295.3392366515313,35.477107771655646,26.533783413740018,35.22317072694292,331.33629404696,215.57837689768579,300.0149611831519,88.1820085046291
f,-57.52,-51.03,-60.8,-29.40668749406612,-16.105302629294453,-29.3063115712039,266.83083808925346,226.5309236921924,435.526929453248,36.91345795120129,29.9828055708386,39.377167761030556,201.26249156369911,186.406177285445,299.84336836419567,88.19701716187376
a,-57.0,-57.96,-58.7,-29.7753353651623,-19.562530806084734,-30.107506474635414,257.2447460220365,338.37398985735064,371.0362702043026,37.88344008933986,36.627861878909115,41.85986739466729,240.4224546240182,71.7805369619359,299.7357554455862,87.81512687478805
b,-45.64,-35.28,-50.68,-27.50172354437196,-17.428047897190567,-28.967730900031864,115.67031095026164,91.0040046475309,201.19436616651655,32.283100277174896,32.36946265741869,38.37277110619414,277.4170398818199,110.80958505543806,299.64144083428147,87.76193993775902
c,-57.0,-42.52,-48.0,-28.087520503609525,-17.175973026350672,-27.34124170746042,257.2447460220365,138.39665218690735,163.98143552450733,33.64149465301768,31.90042987122376,33.89360091170372,332.73745679938656,121.7234399247079,299.98581164977264,87.65328218332073
d,-52.0,-43.0,-55.06,-27.477516914647637,-17.06035749689549,-27.52293307969274,180.95175272689156,142.2971486426036,281.04684184618,32.228163580810644,31.687584798447745,34.36682137706299,261.463507919352,132.0211919393846,299.88131343019046,87.63220429914803
e,-62.71,-28.0,-55.81,-29.38781080675661,-13.547154500917795,-27.868093575725524,384.4373022681874,59.70209054913083,297.60167372352464,36.86446372511112,25.854862626428776,35.284075963815425,349.35440264349876,230.76882271650732,300.0950188909331,88.29187928718585
f,-58.0,-51.71,-61.0,-29.996238075100642,-15.875928405144895,-29.361153851499484,275.9962983390512,235.6283440134721,442.2251684853027,38.47684702862077,29.58722058107506,39.542313088362526,200.50904754583684,187.93476458353163,299.9307276940715,88.30828439888477
a,-56.28,-56.46,-61.32,-30.12303195424422,-19.03265483211747,-30.74183823454539,244.53760695572072,310.2246522394934,453.1572830811128,38.821640610002476,35.52112549983419,43.936049685163404,178.70593167181232,132.91968419428565,299.64728609809583,88.07124720502465
b,-43.98,-35.91,-50.55,-27.41751139406272,-17.121991756616687,-29.482536892522482,102.91950961559444,94.38504421927635,199.20825341009882,32.09238443701649,31.800874464278735,39.91029823071737,275.7570810273436,107.78705033854193,299.5309076949904,87.87510113145777
c,-56.26,-42.54,-48.96,-27.83268215649249,-16.931534640274524,-27.992700405933725,244.19373806742698,138.55701765498495,176.4457526837601,33.043668200679356,31.452097715346632,35.621195796014334,323.74789839267044,120.22974441787134,299.8525120151821,87.73892793543946
d,-52.0,-43.0,-56.36,-27.24493245054415,-16.866723080745828,-28.366329660240332,180.95175272689156,142.2971486426036,310.358458870883,31.705056790093394,31.334285258800694,36.651469760112306,247.01763651852045,142.85559549000828,299.7182336587388,87.74054124767483
e,-62.29,-28.22,-57.26,-29.083717232760833,-13.448475906449325,-28.907268469271692,373.24301468287683,60.467484664314576,332.42339345583343,36.084094462157154,25.707553782873077,38.19612485796044,324.0041962440586,239.06439195187238,299.8692649324908,88.3995307402001
f,-57.4,-51.34,-61.56,-29.592566451960515,-15.725769784373188,-30.361215881662503,264.58743189675545,230.6338772659247,461.5333576982691,37.39939582066591,29.331084027932334,42.67822409646022,180.82789070790147,197.8972366878321,299.6477366631026,88.43720039954455
a,-57.0,-57.06,-56.07,-29.93687075254499,-19.056880236635244,-30.377478029225642,257.2447460220365,321.1918913404166,303.5654524956267,38.31646231171402,35.57098709535353,42.73122105453455,278.3523961725562,57.498988236967925,299.70182835939454,87.97719893188803
b,-44.0,-36.0,-49.87,-27.266749721101906,-17.181827991155604,-28.96021811427429,103.06443887395848,94.87819711206384,189.13444210924328,31.75376308460567,31.911246656896026,38.35077747824988,279.042034473691,105.24398198619208,299.6145994473725,87.77651767301562
c,-56.96,-43.52,-50.16,-27.86891827234552,-17.22217078829059,-27.77127603864897,256.52177935225706,146.64683533581226,193.36677968410993,33.12802234052185,31.985877940093655,35.02434328847235,323.6772598305374,125.11471633714596,299.8923010345045,87.67373606986605
d,-52.0,-43.0,-55.4,-27.285892689933274,-17.132996395951498,-27.927788793559138,180.95175272689156,142.2971486426036,288.4344045619258,31.796560718693296,31.82114461749116,35.44517950142082,257.95760923328453,134.65061595393522,299.7955504363747,87.65138220868181
e,-63.04,-29.72,-56.46,-29.297692265817084,-14.029255725913657,-28.322096849202588,393.4678447844202,65.95421703207094,312.73595022935325,36.63145687025132,26.586776665670058,36.52796026382135,347.5109752612001,239.95050122282876,300.00630979283477,88.28902632908247
f,-58.18,-52.33,-60.98,-29.962736741635425,-16.460478793878856,-29.70649850969272,279.5139395003218,244.24109571436782,441.55073477789176,38.38625862888221,30.605813168439067,40.59827273100113,202.63415916007787,183.6172925539848,299.8544042523189,88.28018312553839
a,-57.0,-56.71,-56.07,-30.26233416083374,-19.613248553584242,-29.803123835292613,257.2447460220365,314.748076014439,303.5654524956267,39.204011386116974,36.73558605075185,40.89874050221794,278.35239617255627,62.62133787202157,299.88687294507923,87.81915932402885
b,-44.0,-35.6,-49.54,-27.548137793593785,-17.5624873355108,-28.389730151393927,103.06443887395848,92.70594373726072,184.43090289204883,32.388698997367904,32.6224259108397,36.716978824011484,280.5062671823563,104.6551578084675,299.75074274064934,87.66794938255536
c,-57.0,-43.32,-49.25,-28.117107090983183,-17.489692540487585,-27.078917374685336,257.2447460220365,144.95836207568203,180.39415034566122,33.71159901378442,32.48520970907716,33.22184154375572,328.0273415641742,122.93190960221627,300.0273176270898,87.580990602462
d,-51.65,-43.0,-54.74,-27.413638881659153,-17.34489651151933,-27.191753683380853,176.55008612314975,142.2971486426036,274.26677585901797,32.08364147882158,32.213986545156466,33.50914505449191,263.2897238083257,128.6845251416012,299.9220810402155,87.54796312160094
e,-64.0,-28.62,-55.76,-29.616309909577023,-13.941813084690063,-27.545449131344014,420.962801127586,61.88433769803351,296.4682970297563,37.46192664065221,26.452502106865932,34.42592334842802,374.4301906578831,248.40236785766172,300.18187645769814,88.24316900662123
f,-58.0,-51.16,-60.84,-30.188350600677026,-16.09618380545782,-29.028075287592966,275.9962983390512,228.2425549785223,436.8584111892065,39.00046723028351,29.966978511746827,38.549887026469925,204.44057105841725,189.2686876983555,300.029118878689,88.25693164480437
a,-56.28,-55.94,-54.76,-30.2814042695073,-19.102424863255692,-28.950280469664246,244.53760695572072,301.0230895964168,274.6856965942653,39.25664919828733,35.664918242731794,38.32170445719736,286.9553410851281,58.76317011797663,300.0604428948105,87.79104047016291
b,-43.99,-36.0,-49.0,-27.547450779373865,-17.19694654346974,-27.56385266133058,102.99194875190109,94.87819711206384,176.98517810432082,32.387133430953696,31.939194472309545,34.47430591792094,282.7363235325801,102.45459387616319,299.88370720279335,87.623237433323
c,-57.24,-43.34,-48.0,-28.157738301720432,-17.172404184420262,-26.12078074320362,261.6255365454781,145.12633084673757,163.98143552450733,33.80811134490771,31.89383839398935,30.879405738234038,334.6316751466926,120.75908047457123,300.15787557830265,87.53880764778273
d,-51.05,-43.87,-55.04,-27.30100006163608,-17.268076306885238,-26.475386292128587,169.2520304424159,149.64912572947824,280.61821978436546,31.830376751866996,32.07101218286728,31.726440267516452,258.249720444945,126.62694588789535,300.00550489343124,87.47665015709175
e,-63.19,-29.62,-56.67,-29.323220402809852,-14.108079081053582,-27.184372463867376,397.6424656507644,65.57342346701542,317.78813096338854,36.697311477273296,26.70839970482794,33.490275295410044,347.6085285896797,244.0681743372838,300.18757844191475,88.15100873714795
f,-58.24,-51.34,-59.97,-29.97949481884421,-16.288196210401896,-28.573922262291404,280.6964214201466,230.6338772659247,408.79631889592076,38.43154617569786,30.30201533302419,37.23672464060948,226.396708879351,174.70058790969037,300.07534173291185,88.14195821058108
a,-57.0,-56.28,-59.54,-30.25993839534847,-19.350363700230258,-29.696958585630046,257.2447460220365,307.0080947510783,395.5995826417766,39.197403524027976,36.18063444438791,40.56872721406383,224.72985797466188,108.85371791057233,299.9088456793803,87.85261340824859
b,-43.54,-36.0,-49.4,-27.4264010757771,-17.41346744602948,-28.360340072153026,99.78212323764483,94.87819711206384,182.4709707529748,32.11246365467027,32.342146040147725,36.63472085982978,280.5506807918997,103.28023919429643,299.7409229579124,87.67580267092856
c,-55.76,-43.47,-47.85,-27.71587151386569,-17.38787303336918,-26.819052102867325,235.7524154427729,146.2228821003098,162.11505650371004,32.773203884525046,32.29425039702522,32.56950755943182,324.4149248682506,111.9363940205379,300.0110917251606,87.53063656131812
d,-51.72,-44.0,-54.56,-27.06981370217931,-17.480228222260532,-26.997875891194784,177.42176929408055,150.77985049497892,270.5251227834694,31.31680706187952,32.46741217656106,33.01701509950583,265.24553513535903,124.49574977867296,299.9088492653916,87.47662498984162
e,-62.2,-29.0,-56.59,-28.90368774827133,-14.144696325991472,-27.6326528986287,370.88697482763456,63.26108690937249,315.8539378102305,35.629907610522274,26.765088575200664,34.655783614426824,331.49453172213794,230.8230799331957,300.057055815337,88.14860857586727
f,-57.76,-51.76,-61.44,-29.513719862366443,-16.406477747978574,-29.30189343354065,271.37487649990857,236.3115161503204,457.32614448099395,37.19249311422832,30.510263085913124,39.36389358097581,187.08093430790805,194.44078793166577,299.861471188498,88.16940334672692
a,-57.0,-56.67,-59.51,-29.86718246715279,-19.533754820425663,-30.32162352892164,257.2447460220365,314.0199207214674,394.6949396209137,38.12904760911707,36.566882388533536,42.5494706326291,225.32563666132114,102.96370843654091,299.70280568371777,87.86875496716348
b,-43.92,-36.0,-50.71,-27.187985130223687,-17.564520456203017,-29.190754794357073,102.48594349208659,94.87819711206384,201.65550478502595,31.578275601438722,32.62626659644973,39.03144848473637,274.8653550027996,108.2278541556847,299.56144459928646,87.74480932295741
c,-55.28,-42.93,-48.0,-27.419233061811283,-17.386709708214497,-27.558668865846453,227.9233995989441,141.72155211314183,163.98143552450733,32.0962722055219,32.292075115453024,34.46067093219262,320.8826374067181,111.66811913418884,299.86886070699506,87.58259518753982
d,-51.57,-44.0,-54.1,-26.797870086704616,-17.468485220472836,-27.511342597341944,175.5591195918496,150.77985049497892,261.19339159251706,30.7232931876739,32.44534316210982,34.3364373021187,268.8325138835528,120.9836660330568,299.8041081814112,87.51094442817748
e,-61.15,-29.0,-57.09,-28.449717529979424,-14.125123735637935,-28.161202535765714,344.4744382209822,63.26108690937249,328.1386615515819,34.50983195651895,26.734772379754766,36.08220154784589,309.1563811523314,223.95855597413407,299.9075026942732,88.16459853863245
f,-58.0,-52.0,-59.68,-29.195028582557242,-16.43601046747044,-29.327289810573244,275.9962983390512,239.6184161091893,399.84874256581475,36.36780782340562,30.562481605785223,39.440257450154334,230.24578313782948,163.26187684435538,299.8059029484548,88.13126299362916
a,-57.0,-56.66,-57.12,-29.614793136927595,-19.550536720165418,-29.76270909677573,257.2447460220365,313.8381452621732,328.89075720888354,37.45792894077405,36.6024327370632,40.77279653822624,265.0047743154244,73.34701668135813,299.78389625248707,87.74127575846077
b,-43.65,-35.89,-49.85,-26.93281062173753,-17.547924635220397,-28.474717767765277,100.55738773027826,94.27580325803223,188.84599483830283,31.016379987264486,32.59492931985737,36.955885828976605,278.7074820505577,104.99921489606966,299.6635652750917,87.62680905636608
c,-55.6,-43.0,-48.0,-27.29565030430848,-17.382525927358866,-26.91260547785854,233.1133105603277,142.2971486426036,163.98143552450733,31.81839785320394,32.284253147019996,32.80286360302212,322.87658696976473,112.95923108340219,299.9469854844886,87.50243268748844
d,-51.28,-44.44,-54.76,-26.65022262733783,-17.560209688862322,-27.088365644412335,172.013264684857,154.67069500588704,274.6856965942653,30.40577935797375,32.618123838139475,33.24580391316265,261.78027609505494,123.246717096132,299.8493566171111,87.43869430672365
e,-63.19,-29.0,-57.93,-28.809196371037313,-14.201084183710215,-27.983243262881686,397.6424656507644,63.26108690937249,349.8620700530415,35.39381262490099,26.85262065537435,35.59549722688287,329.76338535585006,257.8244176979427,299.98806879108133,88.17352182677044
f,-57.52,-51.54,-60.8,-29.422441503400115,-16.392953125454913,-29.432128928700585,266.83083808925346,233.3202978978048,435.526929453248,36.95439714722042,30.486379207908172,39.7570673576957,201.26249156369911,182.5035497575919,299.82083588635845,88.1796332743638
a,-57.0,-55.9,-61.58,-29.828609887654306,-19.33508664889593,-30.875358915763293,257.2447460220365,300.3266864324266,462.23831327643785,38.025707667922205,36.1486434732546,44.3860172465951,177.09216757941311,149.65430028101642,299.56319659719276,88.00164007546775
b,-43.63,-36.59,-49.74,-27.125310259497223,-17.51536616581764,-29.424745174817453,100.41598388831304,98.17552193997852,187.26738024608855,31.439329168437503,32.53353778477534,39.73467156707727,279.17858176335403,103.6722345675729,299.50798941168154,87.78150836344878
c,-56.75,-42.52,-48.0,-27.73153636230361,-17.244373149917845,-27.730952731217812,252.75940683372502,138.39665218690735,163.98143552450733,32.80934547121724,32.027025152715495,34.91673262392952,330.83117212188193,120.29372641657943,299.8810624442656,87.65260667944709
d,-51.64,-44.91,-55.28,-27.11540491289766,-17.546510300593923,-27.899261322118626,176.4259100500819,158.9377933146264,285.8051145681501,31.4174256248535,32.592260076226054,35.36809891514683,257.8679485197385,126.43013810179201,299.7801268433513,87.57090388750755
e,-62.14,-29.0,-56.22,-28.973268189557302,-14.190819332031854,-28.27271214488433,369.3245497001132,63.26108690937249,307.060304881307,35.80476667365817,26.83666502098228,36.39055702391545,335.09549348115854,226.67670225692643,299.96475723003687,88.2286504863557
f,-59.06,-51.04,-61.28,-29.9073287579509,-16.27193239671802,-29.75822200594488,297.3674343702042,226.66213069593005,451.7761247229701,38.236901957823825,30.27349246406623,40.75883741301186,203.60477012851086,206.11100931899034,299.8339815367265,88.3064842541555
a,-57.0,-56.62,-57.38,-30.242039217490575,-19.39484710187096,-30.169930062477064,257.2447460220365,313.11209505242215,335.48155252143,39.14807027660178,36.27394641979997,42.05975166041263,261.3558227281276,76.6527270636856,299.80295724720514,87.91874733649016
b,-43.74,-36.0,-49.74,-27.496435854608315,-17.436218361571235,-28.775161053331125,101.19617320755665,94.87819711206384,187.26738024608855,32.27109193154399,32.38478018769493,37.81298584941887,279.30966147301723,104.56624537600977,299.67633456300484,87.73356081105743
c,-57.73,-43.0,-48.0,-28.260183805141125,-17.286279818491487,-27.14354518527417,270.8026665758753,142.2971486426036,163.98143552450733,34.05268108063904,32.10483427944233,33.386093948423245,338.7034775232721,124.82939899853272,300.0374615163723,87.63298474355734
d,-50.85,-44.61,-56.0,-27.376440986649218,-17.517389117912423,-27.540843018819135,166.88701187532314,156.20072518342548,301.9481616821755,31.99978114588663,32.53734884759133,34.413824584284356,247.23215199119085,131.39164623766465,299.8663955590556,87.55683698490178
e,-61.36,-29.0,-57.07,-28.99903317752829,-14.167113075457321,-28.152367340729647,349.60200667010406,63.26108690937249,327.6382201705246,35.869732843198946,26.79985235515479,36.05788174979804,312.39563312604525,225.97777259397643,299.98872241496673,88.2189652487554
f,-57.6,-51.16,-60.16,-29.573074360410402,-16.280394587696918,-29.40222025419849,268.33699983510843,228.2425549785223,414.76681044387027,37.34813943035636,30.28832978644213,39.66642875989488,216.6443653622713,174.90432795002556,299.8512149569546,88.20846452935537
a,-56.76,-56.57,-56.49,-29.87411065218191,-19.39276848856074,-29.661786877063403,252.9373096744283,312.20689389026654,313.45274278569974,38.147638664885505,36.2695807975289,40.45998470720444,271.4372172212163,67.05225962499962,299.8485266443328,87.7883048223481
b,-43.31,-36.0,-50.69,-27.063029634664513,-17.435963102195664,-28.556741592180522,98.18037574467077,94.87819711206384,201.34796175173864,31.30186237723128,32.384301532003605,37.1879353957282,274.24865373315424,107.61040206779568,299.6640533744053,87.66578947240534
c,-57.69,-42.8,-48.0,-27.86498452908011,-17.2419566927962,-26.967144618295176,270.0415964080711,140.65875712924003,163.98143552450733,33.11885456046544,32.022544213098875,32.939674701648244,338.3604604949512,125.15162692063292,300.00986363162235,87.58187126317993
d,-50.67,-44.49,-54.79,-26.989327730006508,-17.452652507781405,-27.126895343219378,164.7867637685434,155.11914151879452,275.31527775533493,31.139962658901982,32.41561196302441,33.34370066564574,259.4634794565104,121.7683022173446,299.881579083598,87.48747240662703
e,-61.21,-29.0,-56.47,-28.631057799475414,-14.112276684481257,-27.670298443967802,345.9317351120292,63.26108690937249,312.9746987699347,34.952964243153524,26.714892113262152,34.75548713407878,318.09633607290647,218.5112482461501,300.0114715195467,88.12642667128986
f,-58.0,-51.37,-59.64,-29.35135203432686,-16.282571782334593,-28.8822606432402,275.9962983390512,231.03485974509016,398.63006098790254,36.77001941177536,30.292148382652602,38.12330025956667,231.0566926446997,167.70354336575656,299.91554025405105,88.10636990184383
a,-57.0,-57.42,-63.18,-29.747209003754822,-19.590631098534082,-30.752251820597643,257.2447460220365,327.95747388156997,522.2680769994877,37.808544529647904,36.687507636151956,43.97097908220684,127.84242925266605,164.89162141195223,299.58003253166873,87.91936662987048
b,-43.94,-36.0,-49.25,-27.108828184872003,-17.61080805432129,-29.206522081883268,102.63026221104008,94.87819711206384,180.39415034566122,31.4028910356096,32.7138290528582,39.07844115887216,281.6591010354782,103.16954726623038,299.54918083498904,87.73304806637663
c,-57.14,-43.27,-48.0,-27.792968409917236,-17.500783386422505,-27.542718065014313,259.7912129469908,144.53929018453354,163.98143552450733,32.95146515748687,32.50607832213529,34.41874920945366,333.83463593982543,120.3738579419058,299.9176239657349,87.59822443587423
d,-51.0,-45.01,-53.68,-27.012415737905595,-17.793919942876315,-27.37583791438969,168.65765212288457,159.86076615542646,252.9545264239659,31.19058941575045,33.06253239029492,33.983202728783375,270.3828426510259,113.32529184148557,299.8483290003303,87.4634055248056
e,-61.93,-29.0,-57.44,-28.82530736594189,-14.404214349266846,-28.10011107231665,363.9077132049055,63.26108690937249,337.02116611262244,35.433956439976015,27.170323754585528,35.91437572200303,315.70463110175996,236.2550999400158,299.9714357379074,88.16809666664584
f,-58.0,-53.9,-61.48,-29.529498934850096,-17.103217825904405,-29.665492232876204,275.9962983390512,267.4851666344649,458.7242702169091,37.23380743583849,31.76632335302383,40.47142703095701,188.1216671756856,177.19080252747463,299.79035000853924,88.1288088895959
a,-56.76,-57.62,-58.73,-29.853114973628273,-20.339939698143873,-30.40901707004228,252.9373096744283,331.77751859771934,371.8866874218367,38.09132684050885,38.3143229183856,42.83419176797884,238.06464528645898,76.32771700825283,299.68015099671203,87.71858905218615
b,-43.43,-36.75,-49.0,-27.08738418148869,-18.41398976473411,-28.827843348835223,99.0128357800866,99.08929911140807,176.98517810432082,31.35554641140613,34.271181675874985,37.96531259182927,282.06649031716347,100.93119782565773,299.6181711088021,87.5471921650197
c,-56.25,-43.58,-48.48,-27.572402600100947,-18.243963344259598,-27.30644287863863,244.02198499651755,147.15720206844554,170.0994644826525,32.44404214782217,33.93543386560378,33.803712644687444,325.5107511202962,115.731295461062,299.92493740193754,87.43254969760044
d,-51.0,-45.24,-53.36,-26.82080272958334,-18.45985847311418,-27.088630743458626,168.65765212288457,162.00399543538836,246.8521686474481,30.772906138292704,34.36232528693996,33.24647649725801,272.9245087113798,110.5567548196834,299.86803629392784,87.30672572089247
e,-63.82,-29.3,-56.76,-29.091500846152858,-15.01362462724234,-27.690722828033337,415.66504717922356,64.36959587897842,319.9782596381423,36.10386137087333,28.146196870843415,34.809700708594406,358.6594540045431,254.29789271269658,300.07647795205446,88.08174204545288
f,-58.0,-53.3,-61.95,-29.76713602880983,-17.455212011061832,-29.415313925430553,275.9962983390512,258.351767387716,475.47595418286807,37.861591389027296,32.4204164373663,39.706083830238384,175.08047807562477,192.97504267390897,299.88077250781316,88.06744149481194
a,-56.11,-57.57,-56.59,-29.913904385174,-20.590248160299648,-29.70937492707662,241.63008764669405,330.8183560480853,315.8539378102305,38.2545966541468,38.873683085444064,40.60718532911435,265.51782435493345,49.54202493103907,299.845392220682,87.55626949516838
b,-44.0,-35.12,-49.72,-27.268171925882562,-18.217615347614572,-28.38917534409878,103.06443887395848,90.16478807519356,186.98178041474227,31.75694070362423,33.883700165622905,36.715424301182765,279.7167436277809,105.82817921886355,299.71706741769805,87.5376971191511
c,-55.78,-43.78,-48.37,-27.620785140846586,-18.07666606109826,-26.914587130046804,236.0843974241802,148.8712873903977,168.67755719258759,32.55467543251465,33.60828587943372,32.807824602985555,322.7364370055663,112.41415036815508,299.98621128111347,87.42320405511822
d,-51.46,-45.0,-53.3,-26.96320441874216,-18.225722112414694,-26.752570254806102,174.20561633515584,159.76822819119724,245.72447403334198,31.08277925353839,33.89960921092472,32.40468742668346,274.97256635312414,112.29771276435318,299.93006283241925,87.32364745252403
e,-63.25,-29.0,-57.61,-29.08160233350525,-14.714032735267807,-27.61280922853321,399.32468953922995,63.26108690937249,341.4218829803721,36.078725430728035,27.662144816645494,34.603343198531014,335.74275458144956,255.01573726222182,300.0869025568254,88.10542329844189
f,-58.0,-53.03,-61.58,-29.752792616374453,-17.1118611427335,-29.286573608293274,275.9962983390512,254.34412884630987,462.23831327643785,37.823400920385794,31.782225649549655,39.31790021283178,185.42474869684358,187.7852145002052,299.90392698336507,88.09767949990791
a,-57.1,-58.0,-57.88,-30.121693134623502,-20.37443319498227,-29.911815745957675,259.06108962681947,339.15861782347594,348.5296665377307,38.81798383481832,38.39092418269782,41.239389207949195,254.69976641811104,61.58027532979718,299.8384572056296,87.66237310752602
b,-44.0,-35.69,-49.5,-27.44534743189456,-18.15109250178817,-28.535939816804692,103.06443887395848,93.1903234894851,183.86878397100395,32.15529991863468,33.7534347077576,37.12894857308012,280.6787907011902,104.41320968451869,299.7128370755958,87.5837083911613
c,-55.13,-43.19,-49.0,-27.621295332458104,-17.880325295209026,-27.20089854066671,225.53056215806194,143.87129368141507,176.98517810432082,32.55584406308028,33.22836403812931,33.53253822169282,316.28356766559443,112.99368090301353,299.9462098858919,87.48504109309248
d,-51.02,-45.0,-52.61,-26.855925588624064,-18.051730772581983,-26.856567885094474,168.89515255920503,159.76822819119724,233.12040397225027,30.849047013787583,33.559796005680894,32.66288548479193,278.48370817484334,107.38682614217086,299.90399967788846,87.35375498372856
e,-62.55,-29.0,-56.77,-28.822170292474787,-14.562405855974783,-27.518578673703786,380.13376052290096,63.26108690937249,320.22253709473284,35.42613621637889,27.420342346177968,34.355403290665066,334.96600218824557,236.90013682422463,300.0622644932977,88.08222157107653
f,-58.0,-53.0,-61.25,-29.52209605207563,-16.97513248181695,-29.133330054248265,275.9962983390512,253.902690963479,450.7430191885965,37.21441876738573,31.531597633322146,38.860777513919096,194.17057279133925,181.50629567944887,299.8956274460067,88.06661855910076
a,-56.91,-58.91,-65.05,-29.876746332167617,-20.466116571866547,-31.413452365089473,255.6209276240027,357.50879261083406,602.3784403326724,38.15471361482475,38.59527493664761,46.24659744633325,52.06856105144387,195.36048151804115,299.43086199638844,87.88458715720103
b,-44.0,-35.24,-49.24,-27.234210890326764,-18.133926727831028,-29.792448197712112,103.06443887395848,90.79347104076575,180.25653909371744,31.681148666650355,33.719901945828084,40.86543438113891,281.7748822286325,104.14236854949252,299.4447595447327,87.74975958345313
c,-55.12,-43.11,-49.0,-27.440191771147276,-17.850528779103943,-28.282723090182355,225.37193578647202,143.2063843619102,176.98517810432082,32.14363770771223,33.171083955720896,36.41836868257647,316.22396347626955,113.18757854046095,299.7557632229871,87.59929337561861
d,-51.4,-45.0,-52.71,-26.79173190003557,-18.028898708491973,-27.794481038802097,173.47174523481888,159.76822819119724,234.90621560420487,30.710027283938963,33.515457482965104,35.08642066600165,279.0929302211039,108.88850190349632,299.7600407171906,87.45474431896687
e,-60.26,-29.0,-55.52,-28.254101352743568,-14.545623340122479,-28.01374168683976,323.5649706612526,63.26108690937249,291.0878829467381,34.038111070104485,27.393709184806404,35.67843934993906,316.63511220050276,200.88907225220052,299.90470164231124,88.08169589616536
f,-58.0,-52.52,-62.39,-29.03508482925065,-16.854353757355426,-29.778836159082857,275.9962983390512,246.94298336819784,491.71236830474453,35.96083465173746,31.31185088249222,40.82300653927874,161.99408629416482,209.995834856967,299.68888647161964,88.124272175238
a,-56.92,-58.76,-57.3,-29.46890173310868,-20.329516358361452,-30.16783340421593,255.8008445249688,354.4170943708365,333.43966971123587,37.075395725444764,38.29120542302653,42.05302256314194,261.8767156021243,40.8707073951828,299.6717735512519,87.6316305308735
b,-43.6,-35.17,-49.4,-26.806528926328696,-18.002904165263665,-28.694106761312945,100.20425086699012,90.42620853882968,182.4709707529748,30.742016493171377,33.465048919631414,37.579816362071135,280.62103060356804,104.3642179237074,299.6106908168829,87.57343448592921
c,-54.68,-43.0,-49.32,-26.98889810200111,-17.716506481211834,-27.371420470519034,218.50172387087352,142.2971486426036,181.36037514573619,31.139021361479884,32.914661262714894,33.971748671722544,312.3761813846178,112.58601998994698,299.8462991196133,87.4731053169293
d,-52.0,-45.0,-53.24,-26.559044159281797,-17.91827891841786,-27.1115148106935,180.95175272689156,159.76822819119724,244.60193106586576,30.21134237232047,33.3014683984749,33.30458709002194,277.4278601114863,113.4511675108598,299.83627473891727,87.37746570886576
e,-58.66,-29.66,-54.58,-27.714376582977827,-14.606422191748326,-27.208414423510675,289.11505577346276,65.72547635355227,270.9383284405686,32.76975689520538,27.490317538155175,33.551776587504705,308.48328138060253,180.22213550578698,299.95677937899416,87.93008972653217
f,-58.0,-52.49,-60.52,-28.59095685838361,-16.90822318579525,-28.663528724470687,275.9962983390512,246.51439086145328,426.3194959128318,34.8544840691894,31.409671949242984,37.49222629968068,212.0213700845729,172.7397371804018,299.8409733556858,87.9046044429486
a,-56.16,-57.88,-58.0,-28.93880303639236,-20.182267842760133,-29.37539972717392,242.4816332696522,336.8101753285648,351.73599671886234,35.71804705519971,37.96611541413355,39.58532458034037,245.89927590442213,59.7708534070078,299.75731746942216,87.47495310518109
b,-42.96,-36.0,-50.75,-26.23056555721368,-18.067695681817003,-28.342668519664606,95.79212984737686,94.87819711206384,202.272000811836,29.52111700522459,33.59083376047285,36.58534985305859,273.55180819022775,107.5539686741555,299.6108404378046,87.47080996728714
c,-54.52,-43.0,-48.82,-26.484786088392585,-17.778776842271455,-26.989809287591953,216.05572998696232,142.2971486426036,174.57067808365136,30.053906969562227,33.03355466344825,32.99669658026271,313.50429734467775,110.41127692697161,299.84537944910426,87.38099240121187
d,-52.0,-45.0,-52.79,-26.156912362799307,-17.976777036196737,-26.714494974415736,180.95175272689156,159.76822819119724,236.34470960243038,29.368528323436376,33.414459643423406,32.310668054678274,280.73726254823083,110.96911568330144,299.84877598812074,87.2958984371876
e,-59.59,-29.5,-55.5,-27.61431538885384,-14.623904798101034,-27.109503531487135,308.6657769356655,65.11937215853033,290.6439473816264,32.53985963881975,27.518160123068753,33.2994756851267,309.00054808477034,194.5421254626433,299.95832282034144,87.90824954568795
f,-57.6,-52.55,-61.24,-28.451980110705712,-16.938850435043665,-28.779299669421718,268.33699983510843,247.37232103037195,450.3991759372681,34.515326153924214,31.465423932909232,37.824930182159136,190.95443982961396,182.7987704634815,299.8004853301888,87.90117954765098
